Sample	isSMA	isCarrier	SMN1_CN	SMN2_CN	SMN*_CN	Total_CN_raw	Full_length_CN_raw	g.27134T>G_CN	population
NA18757	False	False	2	2	0	3.847	4.275	0	EAS
HG00478	False	False	2	1	0	2.964	2.988	0	EAS
NA18994	False	False	2	1	0	3.035	3.021	0	EAS
NA18641	False	False	2	2	0	3.988	4.146	0	EAS
HG00457	False	False	2	1	0	3.097	2.967	0	EAS
HG02134	False	True	1	4	0	4.855	4.711	0	EAS
NA18622	False	False	2	2	0	3.977	3.953	0	EAS
HG02522	False	False	2	2	0	3.848	3.837	0	EAS
HG00650	False	False	2	2	0	3.887	3.941	0	EAS
NA18642	False	False	2	1	0	2.996	3.008	0	EAS
NA18625	False	False	2	3	0	4.905	5.065	0	EAS
HG00458	False	False	2	1	0	3.043	3.118	0	EAS
NA18968	False	False	2	2	0	4.057	4.029	0	EAS
HG00476	False	False	2	1	0	3.009	2.972	0	EAS
HG02084	False	False	2	1	0	3.048	2.834	0	EAS
NA18648	False	False	2	0	0	2.052	2.089	0	EAS
NA18637	False	False	3	2	0	4.906	5.011	0	EAS
HG01857	False	False	2	2	0	3.705	4.01	0	EAS
NA18749	False	False	2	2	0	3.927	3.908	0	EAS
NA18970	False	False	2	2	0	3.865	3.995	0	EAS
HG02133	False	False	2	1	0	2.883	3.087	0	EAS
NA18635	False	False	2	2	0	3.988	3.858	0	EAS
NA18980	False	False	2	2	0	3.989	3.834	0	EAS
HG00475	False	False	2	1	0	2.977	2.96	0	EAS
HG01598	False	False	2	2	0	3.938	3.934	0	EAS
NA18747	False	False	2	2	0	3.872	4.098	0	EAS
HG00479	False	False	2	2	0	3.884	4.066	0	EAS
HG01597	False	False	2	2	0	4.058	3.862	0	EAS
NA18981	False	False	2	1	0	3.013	3.048	0	EAS
NA18640	False	False	2	1	0	3.013	3.008	0	EAS
NA18939	False	False	2	2	0	4.057	4.013	0	EAS
NA19090	False	False	2	1	0	2.99	3.021	0	EAS
NA18636	False	False	2	2	0	4.133	4.244	0	EAS
NA18975	False	False	2	2	0	3.974	4.068	0	EAS
HG00629	False	False	2	2	0	3.959	4.211	0	EAS
HG01595	False	False	3	1	0	3.914	3.882	0	EAS
HG01851	False	False	2	2	0	3.799	4.083	0	EAS
NA18946	False	False	2	2	0	3.967	4.17	0	EAS
NA18971	False	False	2	1	0	3.003	2.956	0	EAS
HG01853	False	False	2	2	0	3.975	4.022	0	EAS
HG01841	False	False	2	2	0	4.004	4.01	0	EAS
NA18645	False	False	2	1	0	2.883	3.214	0	EAS
NA18997	False	False	2	0	0	2.048	2.065	0	EAS
HG02048	False	False	2	2	0	3.862	3.737	0	EAS
NA18957	False	False	2	1	0	2.919	3.159	0	EAS
NA18998	False	False	2	2	0	3.923	4.047	0	EAS
HG01599	False	False	2	2	0	3.94	4.064	0	EAS
NA18973	False	False	2	2	0	3.973	3.924	0	EAS
HG00525	False	False	2	2	0	3.873	4.036	0	EAS
NA18995	False	False	2	3	0	5.097	4.99	0	EAS
HG01600	False	False	2	2	0	3.785	3.966	0	EAS
NA18977	False	False	2	1	0	3.01	3.054	0	EAS
NA19005	False	False	2	2	0	4.029	3.852	0	EAS
HG01852	False	False	2	1	0	2.945	2.96	0	EAS
HG01840	False	False	2	2	0	3.81	3.865	0	EAS
NA18745	False	False	2	2	0	3.958	4.022	0	EAS
NA18976	False	False	2	1	0	2.959	2.997	0	EAS
HG00473	False	False	2	1	0	2.872	2.925	0	EAS
NA18647	False	False	2	2	0	4.029	3.971	0	EAS
HG01844	False	False	2	1	0	2.953	2.953	0	EAS
NA19000	False	False	2	1	0	3.06	3.106	0	EAS
HG01878	False	False	2	1	0	2.991	2.956	0	EAS
NA18748	False	False	2	1	0	2.888	3.011	0	EAS
NA18982	False	False	2	2	0	3.964	4.019	0	EAS
HG01842	False	False	2	2	0	3.867	4.046	0	EAS
NA18978	False	False	3	1	0	3.986	3.865	0	EAS
NA18999	False	False	2	2	0	3.894	4.054	0	EAS
HG01859	False	False	2	1	0	2.963	3.226	0	EAS
NA18740	False	False	2	2	0	4.041	3.817	0	EAS
NA18950	False	False	2	2	0	4.062	4.007	0	EAS
HG01860	False	False	2	3	0	4.813	4.926	0	EAS
NA18941	False	False	2	2	0	3.939	4.09	0	EAS
NA18526	False	False	2	1	0	3.041	3.02	0	EAS
HG00524	False	False	2	2	0	3.999	3.848	0	EAS
NA18633	False	False	2	2	0	4.045	4.011	0	EAS
NA18644	False	False	2	2	0	4.048	4.015	0	EAS
HG01845	False	False	2	2	0	3.884	3.95	0	EAS
HG02086	False	False	2	1	0	2.969	3.055	0	EAS
NA19001	False	False	2	2	0	4.034	3.958	0	EAS
HG01843	False	False	2	2	0	4.014	4.028	0	EAS
HG01865	False	False	2	2	0	3.887	3.824	0	EAS
HG00500	False	False	2	2	0	3.908	4.027	0	EAS
HG01855	False	False	2	2	0	3.925	4.026	0	EAS
NA18643	False	False	2	2	0	3.876	4.15	0	EAS
HG00530	False	False	2	2	0	4.003	3.939	0	EAS
HG01847	False	False	2	1	0	2.947	2.913	0	EAS
HG02049	False	False	2	2	0	3.834	3.937	0	EAS
HG02138	False	False	2	1	0	2.956	3.043	0	EAS
NA12748	False	False	2	2	0	4.011	3.829	0	EUR
NA12775	False	False	2	1	0	3.049	2.953	0	EUR
HG01608	False	False	2	0	0	2.007	2.074	0	EUR
NA12718	False	False	2	1	1	3.936	3.126	0	EUR
NA12778	False	True	1	4	0	4.978	4.979	0	EUR
HG00174	False	False	2	2	0	3.929	4.034	0	EUR
HG00360	False	False	2	2	0	3.948	4.166	0	EUR
HG01610	False	False	2	2	0	3.869	4.155	0	EUR
HG00176	False	False	2	1	0	2.954	3.005	0	EUR
HG01607	False	False	2	2	0	3.954	3.983	0	EUR
NA12777	False	False	2	1	0	2.937	3.013	0	EUR
NA20505	False	False	2	1	0	2.95	2.818	0	EUR
NA20786	False	False	2	1	1	3.838	3.033	0	EUR
HG00178	False	False	2	1	0	2.972	3.091	0	EUR
NA20775	False	False	3	1	1	5.006	4.004	0	EUR
HG00187	False	False	2	1	0	2.946	2.896	0	EUR
HG01695	False	False	2	2	0	4.013	3.803	0	EUR
NA20774	False	False	2	1	0	2.946	2.988	0	EUR
NA12843	False	False	2	1	0	2.879	3.021	0	EUR
HG00189	False	False	2	2	0	3.884	3.786	0	EUR
NA20514	False	False	2	2	0	4.077	3.906	0	EUR
HG01694	False	False	2	2	0	3.897	4.009	0	EUR
NA20778	False	False	2	1	0	2.897	2.99	0	EUR
NA12890	False	False	2	1	0	2.987	3.105	0	EUR
HG00182	False	False	2	2	0	3.949	4.234	0	EUR
NA20510	False	False	2	2	0	4.077	4.268	0	EUR
HG00350	False	False	2	0	0	2.036	1.996	0	EUR
NA20783	False	False	2	3	0	4.961	4.935	0	EUR
HG00180	False	False	2	1	0	2.923	3.203	0	EUR
HG01618	False	False	2	2	0	3.862	3.803	0	EUR
HG01746	False	False	2	2	0	3.968	3.884	0	EUR
NA20804	False	False	3	1	0	3.895	4.117	0	EUR
HG01709	False	False	2	2	0	3.945	4.003	0	EUR
HG00371	False	False	2	2	0	4.058	3.92	0	EUR
NA20798	False	False	3	2	0	4.984	4.857	0	EUR
HG00368	False	False	2	1	0	2.968	3.031	0	EUR
NA20797	False	False	2	2	0	3.92	4.115	0	EUR
HG00188	False	False	2	1	1	4.02	2.876	0	EUR
HG01620	False	False	2	1	0	2.92	2.903	0	EUR
NA11932	False	True	1	1	0	1.961	1.966	0	EUR
NA12342	False	False	2	2	0	3.939	4.116	0	EUR
NA20802	False	False	2	1	1	3.944	2.971	0	EUR
HG01612	False	True	1	2	0	2.978	3.017	0	EUR
NA20790	False	True	1	1	0	1.995	2.029	0	EUR
NA20506	False	False	2	1	0	2.925	2.998	0	EUR
HG01617	False	False	2	2	1	4.844	4.026	0	EUR
HG00358	False	False	2	0	0	2.026	1.985	0	EUR
NA20509	False	False	2	2	0	3.957	4.053	0	EUR
NA20787	False	True	1	1	1	3.023	1.978	0	EUR
HG01747	False	False	2	3	0	4.798	5.035	0	EUR
HG00238	False	False	2	1	0	2.923	2.951	0	EUR
HG01777	False	False	2	2	0	3.989	3.878	0	EUR
NA12827	False	False	2	0	0	1.974	1.928	0	EUR
NA20799	False	False	2	1	0	2.871	2.978	0	EUR
NA12046	False	False	2	2	0	4.056	3.871	0	EUR
HG00186	False	False	2	2	0	3.892	3.941	0	EUR
NA20796	False	False	2	2	0	3.941	3.999	0	EUR
NA20795	False	False	2	2	0	3.908	3.859	0	EUR
HG01756	False	False	2	2	0	3.881	3.867	0	EUR
HG00372	False	False	2	2	0	3.925	3.897	0	EUR
HG00183	False	False	2	1	0	2.942	2.986	0	EUR
NA20813	False	False	2	1	0	2.984	2.837	0	EUR
HG01628	False	False	2	2	0	3.846	4.018	0	EUR
NA12829	False	False	2	2	0	3.928	3.99	0	EUR
NA20815	False	False	2	2	0	3.888	3.916	0	EUR
HG01761	False	False	2	1	1	3.92	2.969	0	EUR
HG00185	False	False	2	1	0	3.009	2.937	0	EUR
NA20803	False	False	2	2	0	3.777	3.882	0	EUR
NA20805	False	False	2	1	0	3.001	3.007	0	EUR
HG01710	False	False	2	1	0	2.91	3.058	0	EUR
HG00240	False	False	2	2	0	3.909	3.964	0	EUR
HG01619	False	False	2	1	0	2.996	2.916	0	EUR
NA20785	False	False	2	0	1	2.983	2.142	0	EUR
HG01757	False	False	3	1	0	3.956	4.099	2	EUR
HG01623	False	False	2	2	1	4.913	3.749	0	EUR
HG01776	False	False	2	2	0	3.895	4.024	0	EUR
NA20800	False	False	2	1	1	4.034	3.05	0	EUR
NA12889	False	False	2	3	0	4.908	5.04	0	EUR
NA20511	False	False	2	1	0	2.994	3.102	0	EUR
HG00373	False	False	2	1	1	3.849	3.08	0	EUR
HG01770	False	False	2	1	0	2.914	2.923	0	EUR
NA20807	False	False	2	2	0	3.832	3.899	0	EUR
NA20507	False	False	2	2	0	4.059	4.212	0	EUR
HG00190	False	False	2	2	0	3.829	3.91	0	EUR
NA20801	False	False	2	1	1	4.019	3.027	0	EUR
NA20512	False	False	2	2	0	4.003	3.907	0	EUR
NA20515	False	False	3	3	0	5.789	6.163	0	EUR
NA20792	False	False	2	2	0	3.963	4.137	0	EUR
HG01624	False	False	2	1	0	2.969	2.971	0	EUR
NA20814	False	True	1	3	0	3.984	3.881	0	EUR
HG00355	False	False	2	2	0	3.95	4.18	0	EUR
NA12399	False	False	2	1	1	3.996	3.013	0	EUR
HG01762	False	False	2	1	0	3.071	2.945	0	EUR
NA20808	False	False	2	1	0	2.944	2.894	0	EUR
HG00367	False	False	2	1	0	2.979	3.082	0	EUR
HG01775	False	False	2	2	0	3.984	4.091	0	EUR
NA12400	False	False	2	2	0	3.972	3.952	0	EUR
NA20809	False	False	2	2	0	4.04	3.986	0	EUR
NA20517	False	False	2	2	0	3.937	3.923	0	EUR
NA20806	False	False	2	2	0	3.921	4.118	0	EUR
HG00376	False	False	2	2	0	4.017	4.124	0	EUR
NA20525	False	False	2	2	0	3.911	4.232	0	EUR
HG01625	False	False	2	1	0	2.896	2.898	0	EUR
NA20821	False	False	2	1	1	3.869	2.937	0	EUR
HG00381	False	False	2	2	0	3.933	4.178	0	EUR
NA20518	False	False	2	2	0	4.037	4.006	0	EUR
HG01615	False	False	2	1	0	2.866	2.969	0	EUR
NA20819	False	False	2	2	0	4.043	3.715	0	EUR
NA20519	False	False	2	1	0	3.046	2.84	0	EUR
NA20812	False	True	1	2	0	3.027	2.931	0	EUR
NA20516	False	False	2	1	0	2.992	2.937	0	EUR
HG00384	False	False	2	2	0	3.895	4.026	0	EUR
NA20822	False	False	2	1	0	2.973	2.984	0	EUR
HG01779	False	False	2	1	0	2.914	3.004	0	EUR
NA20818	False	False	2	2	0	3.913	3.923	0	EUR
HG00234	False	False	2	2	0	3.913	3.952	0	EUR
NA20527	False	False	2	2	0	3.966	4.056	0	EUR
HG00375	False	False	2	2	0	3.96	3.967	0	EUR
HG01771	False	False	2	2	0	3.887	4.064	0	EUR
HG02230	False	False	3	1	0	3.794	3.88	1	EUR
HG01631	False	False	2	1	2	4.997	2.94	0	EUR
HG01630	False	False	2	1	0	3.029	3.095	0	EUR
NA20832	False	False	2	2	0	3.928	3.989	0	EUR
NA20810	False	False	2	2	0	3.821	4.118	0	EUR
NA20522	False	False	2	2	0	3.922	3.82	0	EUR
HG01773	False	True	1	4	0	4.895	5.019	0	EUR
HG01632	False	False	2	2	0	3.797	3.831	0	EUR
HG00100	False	False	2	0	0	2.018	1.993	0	EUR
NA20811	False	False	2	1	1	3.895	3.035	0	EUR
NA12842	False	False	2	2	0	3.942	4.084	0	EUR
NA20528	False	False	2	2	0	3.972	4.142	0	EUR
NA20758	False	False	2	2	0	3.851	3.917	0	EUR
NA20826	False	False	2	1	1	3.815	2.892	0	EUR
HG00097	False	False	2	2	0	3.904	3.735	0	EUR
NA20529	False	False	2	1	0	2.971	3.047	0	EUR
HG01626	False	False	2	1	0	2.998	2.993	0	EUR
HG01668	False	False	2	1	0	2.879	2.852	0	EUR
HG02239	False	False	2	2	0	3.887	3.944	0	EUR
NA20757	False	False	2	1	0	2.903	3.019	0	EUR
NA20521	False	False	2	1	1	3.888	2.842	0	EUR
HG01781	False	False	2	1	0	2.934	2.861	0	EUR
NA20765	False	False	2	1	1	3.999	3.088	0	EUR
HG00096	False	False	2	1	0	2.9	3.004	0	EUR
HG02238	False	False	2	0	1	2.885	2.016	0	EUR
HG01670	False	False	2	1	0	2.891	2.903	0	EUR
NA20502	False	False	2	1	0	2.95	2.93	0	EUR
HG00235	False	False	2	2	0	3.852	4.246	0	EUR
NA20752	False	False	2	3	0	4.745	4.782	0	EUR
HG00101	False	False	2	1	0	2.927	3.086	0	EUR
NA20761	False	False	2	2	0	3.937	3.996	0	EUR
HG01669	False	False	2	2	0	3.848	3.75	0	EUR
NA20828	False	False	2	2	0	3.826	3.892	0	EUR
NA20754	False	False	2	1	1	3.968	3.02	0	EUR
NA20504	False	False	2	2	0	4.002	3.848	0	EUR
NA20524	False	False	2	1	0	3.01	2.967	0	EUR
NA20753	False	False	2	2	0	3.868	3.801	0	EUR
NA20503	False	False	2	2	0	3.94	3.962	0	EUR
NA20530	False	False	2	2	0	3.839	3.872	0	EUR
NA20756	False	False	2	0	0	1.974	2.091	0	EUR
HG00105	False	False	2	2	0	3.872	4.094	0	EUR
HG00233	False	False	2	3	0	4.862	4.735	0	EUR
NA20755	False	False	3	2	0	4.783	5.053	0	EUR
HG00099	False	False	2	1	0	3.026	2.851	0	EUR
NA20531	False	False	2	1	0	3.087	2.978	0	EUR
NA20772	False	False	2	2	0	3.909	4.085	0	EUR
NA20532	False	False	2	1	1	4.108	3.039	0	EUR
NA20760	False	True	1	1	0	2.034	2.024	0	EUR
HG01672	False	False	2	2	0	3.807	4.161	0	EUR
NA20766	False	False	2	1	0	3.014	3.017	0	EUR
NA20764	False	True	1	2	0	3.018	3.074	0	EUR
NA20827	False	False	2	1	1	3.956	3.044	0	EUR
NA20534	False	False	2	1	1	3.828	3.247	0	EUR
HG01675	False	False	2	1	0	2.858	2.794	0	EUR
NA20768	False	False	2	0	0	2.003	1.958	0	EUR
HG00369	False	False	2	2	0	3.907	3.811	0	EUR
NA12830	False	False	2	1	0	2.985	2.912	0	EUR
NA20533	False	False	2	2	0	3.912	4.081	0	EUR
NA20759	False	False	2	2	0	3.895	3.962	0	EUR
HG01676	False	False	2	1	0	2.946	2.825	0	EUR
NA20536	False	False	2	1	1	3.883	3.031	0	EUR
NA20767	False	False	2	0	2	3.925	2.062	0	EUR
HG00102	False	False	2	2	0	3.871	4.031	0	EUR
NA20769	False	False	2	2	0	3.931	3.945	0	EUR
HG01678	False	False	2	2	0	4.008	3.725	0	EUR
HG00106	False	False	2	1	0	2.966	2.925	0	EUR
HG00259	False	False	2	0	0	2.02	2.0	0	EUR
NA20773	False	False	3	1	0	3.819	3.926	0	EUR
NA20520	False	False	2	0	1	2.99	1.986	0	EUR
NA20539	False	False	2	1	1	3.993	3.116	0	EUR
HG01767	False	False	2	1	1	3.929	3.046	0	EUR
HG01673	False	False	2	1	0	2.945	3.029	0	EUR
HG00125	False	False	2	0	2	3.982	2.058	0	EUR
HG00256	False	False	2	1	1	4.062	2.999	0	EUR
NA12546	False	False	3	0	1	4.014	3.026	0	EUR
HG00107	False	False	2	1	0	3.051	3.003	0	EUR
HG01768	False	False	2	2	0	3.833	4.064	0	EUR
NA20540	False	False	2	2	0	3.985	4.126	0	EUR
HG00260	False	False	2	1	1	4.078	2.834	0	EUR
HG01785	False	False	2	1	0	3.016	3.025	0	EUR
NA20535	False	False	2	2	0	3.994	3.991	0	EUR
HG00103	False	False	2	2	0	3.884	3.844	0	EUR
NA20770	False	False	2	1	0	2.892	2.856	0	EUR
HG00262	False	False	2	1	0	2.942	2.96	0	EUR
HG00288	False	False	2	2	0	3.888	4.004	0	EUR
NA20538	False	False	2	2	0	3.963	4.106	0	EUR
HG00308	False	False	2	1	0	3.053	3.198	0	EUR
HG00257	False	False	2	1	1	4.071	2.989	0	EUR
HG00254	False	False	2	1	0	2.992	3.074	0	EUR
HG00113	False	False	2	1	1	4.004	3.079	0	EUR
HG01686	False	True	1	1	1	3.052	1.77	0	EUR
HG00268	False	False	2	1	0	2.989	2.904	0	EUR
HG00108	False	False	2	0	0	1.976	1.937	0	EUR
HG01685	False	False	2	2	0	4.029	4.015	0	EUR
HG00261	False	False	2	2	0	3.875	3.861	0	EUR
HG01765	False	False	2	2	0	3.978	3.737	0	EUR
HG00263	False	False	2	2	0	3.895	3.892	0	EUR
HG00118	False	False	2	1	1	3.964	3.057	0	EUR
HG00112	False	False	2	2	0	3.961	3.92	0	EUR
HG01680	False	False	2	1	1	3.929	2.973	0	EUR
NA06994	False	False	2	1	0	3.009	2.991	0	EUR
HG00309	False	False	2	1	1	3.892	3.02	0	EUR
HG00114	False	False	2	2	0	3.932	3.982	0	EUR
NA20541	False	False	2	2	0	3.893	3.96	0	EUR
HG00123	False	False	2	0	0	2.033	2.108	0	EUR
HG00269	False	False	2	2	0	3.935	4.052	0	EUR
HG01679	False	False	2	0	1	3.023	1.994	0	EUR
HG00266	False	False	2	2	0	3.98	3.972	0	EUR
HG00119	False	False	3	1	0	3.962	4.243	0	EUR
HG00110	False	False	2	1	0	2.918	2.754	0	EUR
HG02219	False	False	2	1	1	3.84	2.978	0	EUR
HG00311	False	False	2	1	0	3.004	2.88	0	EUR
NA20542	False	False	2	0	1	2.948	1.984	0	EUR
HG01682	False	False	2	2	0	3.925	3.835	0	EUR
HG00276	False	False	2	2	0	3.936	4.113	0	EUR
HG00244	False	False	2	1	1	3.82	2.913	0	EUR
HG00137	False	False	2	1	1	3.977	3.069	0	EUR
HG00252	False	False	2	1	0	2.989	3.024	0	EUR
NA20771	False	False	2	1	1	3.865	3.001	0	EUR
HG00132	False	False	2	2	0	4.05	3.837	0	EUR
HG00258	False	False	2	2	0	3.976	3.865	0	EUR
HG00109	False	False	2	3	0	5.018	4.981	0	EUR
HG01684	False	False	3	2	0	4.965	4.917	0	EUR
NA20543	False	False	2	2	0	4.012	3.902	0	EUR
NA20763	False	False	2	2	0	3.95	4.054	0	EUR
HG00315	False	False	2	2	0	3.962	4.018	0	EUR
HG00111	False	False	2	3	0	4.909	5.069	0	EUR
HG00121	False	False	2	2	0	4.029	4.191	0	EUR
HG00115	False	False	2	2	0	3.858	4.004	0	EUR
HG00267	False	False	2	1	0	3.005	3.031	0	EUR
HG00145	False	False	2	1	1	3.967	2.954	0	EUR
HG01766	False	False	3	1	0	3.943	3.788	1	EUR
NA06986	False	False	2	2	0	3.949	3.886	0	EUR
HG00271	False	False	2	1	0	2.936	3.157	0	EUR
NA20544	False	False	2	2	0	3.879	4.016	0	EUR
HG00231	False	False	2	2	0	3.903	4.05	0	EUR
NA07357	False	False	2	2	0	3.893	3.925	0	EUR
HG00265	False	False	2	1	0	3.049	2.983	0	EUR
HG01702	False	False	2	2	0	3.825	3.864	0	EUR
HG00306	False	False	2	2	0	3.826	4.103	0	EUR
NA07051	False	False	2	2	0	3.868	4.026	0	EUR
HG01789	False	False	2	0	1	2.95	2.054	0	EUR
HG00264	False	False	2	2	0	3.93	3.859	0	EUR
HG00122	False	False	2	2	0	3.904	3.97	0	EUR
NA11832	False	False	2	2	0	3.964	3.848	0	EUR
HG00304	False	False	2	1	0	2.902	3.01	0	EUR
HG01707	False	False	2	2	0	3.984	3.841	0	EUR
HG00243	False	False	2	2	0	3.89	3.903	0	EUR
HG01500	False	False	3	2	0	5.002	4.89	0	EUR
HG00154	False	False	2	1	0	2.941	3.032	0	EUR
NA07347	False	False	2	1	0	2.919	3.044	0	EUR
HG00159	False	False	2	0	0	1.984	1.851	0	EUR
HG00253	False	False	2	2	0	4.007	3.967	0	EUR
HG00148	False	False	3	2	0	4.931	5.157	0	EUR
HG00237	False	False	2	1	1	3.931	3.041	0	EUR
HG00273	False	False	2	2	0	3.938	3.835	0	EUR
HG00250	False	False	2	1	0	3.007	3.007	0	EUR
NA11918	False	False	2	2	0	3.872	3.667	0	EUR
HG00318	False	False	2	3	0	4.911	4.833	0	EUR
HG01791	False	False	2	2	0	4.046	4.073	0	EUR
HG00136	False	False	2	2	0	4.024	4.039	0	EUR
NA07037	False	False	2	1	1	3.879	2.983	0	EUR
HG00313	False	False	2	1	0	2.97	3.038	0	EUR
HG00246	False	False	2	2	0	3.932	4.096	0	EUR
HG00129	False	False	2	1	0	2.973	2.982	0	EUR
NA06985	False	False	2	1	0	3.021	2.94	0	EUR
HG01704	False	False	2	2	0	3.875	3.763	0	EUR
HG00323	False	False	2	2	0	3.955	3.93	0	EUR
NA10847	False	False	2	1	1	3.933	3.05	0	EUR
HG00239	False	False	2	1	1	3.928	2.875	0	EUR
HG00242	False	False	2	2	0	3.829	3.915	0	EUR
HG01700	False	False	2	2	0	3.902	3.998	0	EUR
HG00275	False	False	2	2	0	4.024	3.935	0	EUR
HG00328	False	False	2	1	1	3.897	3.081	0	EUR
HG00140	False	False	2	2	0	4.01	4.033	0	EUR
HG00274	False	False	2	2	0	3.867	4.019	0	EUR
HG00319	False	False	2	1	0	3.077	3.061	0	EUR
HG02215	False	False	2	1	1	3.898	2.811	0	EUR
NA11919	False	False	2	2	0	4.068	4.237	0	EUR
HG00141	False	False	2	2	0	3.912	4.041	0	EUR
HG01501	False	False	3	1	0	3.876	4.014	0	EUR
NA07000	False	False	2	2	0	4.071	4.014	0	EUR
HG01790	False	False	2	2	0	3.922	3.944	0	EUR
HG00345	False	False	2	2	0	4.051	4.05	0	EUR
HG01705	False	False	2	2	0	3.863	3.979	0	EUR
NA10851	False	False	2	0	1	3.007	1.989	0	EUR
HG00126	False	False	2	2	0	3.981	4.105	0	EUR
HG00335	False	False	2	2	0	3.898	3.88	0	EUR
HG00117	False	False	2	2	0	4.016	4.01	0	EUR
HG00277	False	False	2	1	0	2.858	2.905	0	EUR
NA11830	False	False	2	2	0	3.965	4.109	0	EUR
HG00338	False	False	2	2	0	3.883	3.896	0	EUR
HG00173	False	False	2	1	0	2.975	3.039	0	EUR
HG00290	False	False	2	1	0	2.953	2.974	0	EUR
HG02235	False	False	2	2	0	4.046	4.083	0	EUR
HG00281	False	True	1	3	0	4.003	4.103	0	EUR
HG00142	False	False	2	2	0	3.853	3.86	0	EUR
NA11831	False	False	2	1	1	3.994	2.898	0	EUR
HG00149	False	False	2	1	0	2.878	3.105	0	EUR
NA11920	False	False	2	1	1	3.993	2.775	0	EUR
HG01708	False	False	3	1	0	3.928	3.984	0	EUR
HG00130	False	False	2	1	1	3.932	2.845	0	EUR
HG00245	False	False	2	2	0	4.081	3.928	0	EUR
HG00157	False	False	2	2	0	3.886	3.649	0	EUR
NA11829	False	False	2	2	0	4.045	3.979	0	EUR
HG00343	False	False	2	0	0	1.991	1.913	0	EUR
HG00155	False	False	2	2	0	3.958	3.958	0	EUR
HG01783	False	False	2	2	0	3.981	3.946	0	EUR
HG01506	False	False	2	0	1	2.948	1.99	1	EUR
NA11894	False	False	2	1	0	3.002	2.891	0	EUR
HG00342	False	False	2	1	0	2.886	3.047	0	EUR
HG00282	False	False	2	1	0	3.004	2.916	0	EUR
HG02236	False	False	2	2	0	3.98	4.044	0	EUR
NA11931	False	False	2	1	0	2.943	2.798	0	EUR
HG00344	False	False	2	2	0	3.878	4.067	0	EUR
HG00310	False	False	2	1	0	3.032	3.096	0	EUR
HG00138	False	False	2	2	0	3.984	4.135	0	EUR
NA11840	False	False	2	2	0	3.906	4.125	0	EUR
HG01503	False	False	2	2	0	3.865	3.822	0	EUR
HG00236	False	False	2	1	1	3.999	2.931	0	EUR
HG00327	False	False	2	2	0	3.935	4.091	0	EUR
NA11992	False	False	3	1	0	3.943	3.953	0	EUR
HG02221	False	False	2	2	0	3.779	3.822	0	EUR
HG00337	False	False	2	2	0	4.002	3.868	0	EUR
NA11994	False	False	2	2	0	3.841	3.921	0	EUR
HG02220	False	False	2	0	2	3.852	2.002	0	EUR
HG00143	False	False	2	1	1	3.937	3.079	0	EUR
HG01504	False	False	2	2	0	3.836	4.192	0	EUR
NA11995	False	False	2	2	0	3.916	4.014	0	EUR
HG01784	False	False	2	1	0	2.986	2.985	0	EUR
HG00320	False	False	2	1	0	2.868	2.921	0	EUR
NA11881	False	False	2	2	0	3.895	3.876	0	EUR
HG00139	False	False	2	2	0	4.108	4.067	0	EUR
NA12003	False	False	2	1	0	3.047	2.785	0	EUR
HG00272	False	False	2	1	1	3.964	3.062	0	EUR
HG01507	False	False	2	2	0	3.708	3.947	0	EUR
HG00127	False	False	3	3	0	5.906	5.882	0	EUR
NA12005	False	False	2	2	0	3.962	3.987	0	EUR
NA12144	False	False	2	2	0	3.988	4.181	0	EUR
HG00160	False	False	2	2	0	3.991	4.173	0	EUR
NA20762	False	False	2	2	0	4.046	4.061	0	EUR
HG01786	False	False	3	2	0	4.911	5.066	0	EUR
NA12004	False	False	2	2	0	3.992	3.983	0	EUR
HG00158	False	False	2	1	0	2.953	2.868	0	EUR
HG00284	False	False	2	2	0	3.987	3.959	0	EUR
HG01513	False	False	2	2	0	3.912	3.963	0	EUR
NA12154	False	False	2	0	0	2.041	1.983	0	EUR
HG00280	False	False	2	1	0	2.989	3.024	0	EUR
NA12045	False	False	2	3	0	4.922	4.884	0	EUR
HG00151	False	False	2	1	1	3.867	2.89	0	EUR
HG00336	False	False	2	2	0	3.91	4.027	0	EUR
HG00131	False	False	2	2	0	3.909	3.893	0	EUR
HG01509	False	False	3	1	0	3.879	3.803	0	EUR
HG00171	False	False	2	1	0	3.054	2.998	0	EUR
NA12414	False	False	2	1	0	3.169	3.093	0	EUR
HG00378	False	False	2	1	0	2.922	3.099	0	EUR
HG01334	False	False	2	2	0	3.945	3.935	0	EUR
HG00251	False	False	2	2	0	3.897	4.172	0	EUR
NA12044	False	False	2	2	0	3.891	3.956	0	EUR
HG01512	False	False	2	1	1	3.904	2.905	0	EUR
NA12006	False	False	2	1	1	3.973	3.098	0	EUR
HG01510	False	False	2	1	0	3.005	3.056	0	EUR
NA12234	False	False	2	2	0	3.899	4.004	0	EUR
HG00324	False	True	1	2	0	2.919	2.798	0	EUR
NA12155	False	False	2	0	0	2.029	2.026	0	EUR
HG00146	False	False	2	1	0	2.925	2.834	0	EUR
HG00278	False	False	2	2	0	3.982	3.753	0	EUR
NA12489	False	False	2	1	1	3.803	2.784	0	EUR
HG00339	False	False	2	1	1	3.857	2.935	0	EUR
HG02233	False	False	2	2	0	3.892	3.927	0	EUR
HG00120	False	False	2	0	0	1.979	2.06	0	EUR
HG00325	False	False	2	2	0	3.84	3.868	0	EUR
NA12761	False	False	2	2	0	4.122	3.817	0	EUR
